SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
605566.SH,605566,福莱蒽特,10000073674,通用,2017-12-31 00:00:00,年报,2017年报,58001001,2020-06-12 00:00:00,2020-06-12 00:00:00,CNY,515698398.89,,515698398.89,,,,,,,,,,,,370651901.47,,302257665.22,,,,,,20783246.19,,,,,,,,,,,,,,6167607.62,,16688777.3,,18829378.17,,,,5925226.97,,,,,,,,,,,,-662200.0,,319195.04,,,,,,,,17686.53,,-2878156.59,,,,878360.7,,,,0,,142721383.1,,760000.0,,,,241000.0,,,,,,0,,143240383.1,,24000184.63,,,,,,,,119240198.47,,,,,,,,120496626.63,,-1256428.16,,119027526.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119240198.47,,120496626.63,,-1256428.16,,,,,,,,,,,,标准无保留意见
605566.SH,605566,福莱蒽特,10000073674,通用,2018-12-31 00:00:00,年报,2018年报,58001001,2020-06-12 00:00:00,2021-10-08 00:00:00,CNY,736477009.02,42.8115756429,736477009.02,42.8115756429,,,,,,,,,,,463589543.38,25.0741036378,393361570.39,30.1411397139,,,,,25520152.81,22.7919477867,,,,,,,,,,,,,7071648.0,14.6578776683,16253032.62,-2.6110042226,19994279.78,6.1866175265,,,1388859.78,-76.5602265191,,,,,,,,,,,,,2651025.52,730.5346850001,,,,,,,,,-15037422.84,-422.4671545755,,,2217440.0,152.4520962743,,,0,,262718508.32,84.07788841,213.5,-99.9719078947,,,541087.48,124.517626556,,,,,0,,262177634.34,83.0333238895,37378678.28,55.7432947131,,,,,,,224798956.06,88.5261505301,,,,,,,225840026.69,87.4243561884,-1041070.63,17.1404571193,221876766.58,86.407945172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224798956.06,88.5261505301,225840026.69,87.4243561884,-1041070.63,17.1404571193,,,,,,,,,,,标准无保留意见
605566.SH,605566,福莱蒽特,10000073674,通用,2019-12-31 00:00:00,年报,2019年报,58001001,2020-06-12 00:00:00,2021-10-08 00:00:00,CNY,1102268481.36,49.6677381452,1102268481.36,49.6677381452,,,,,,,,,,,813026977.31,75.3764701814,671081428.36,70.6016751191,,,,,29141693.15,14.1909038201,,,,,,,,,,,,,8858510.43,25.2679775634,17330140.4,6.627118798,73534036.55,267.7753705515,,,13081168.42,841.8638661997,,,,,,,,,,,,,2305291.5,-13.0415198719,,,,,,,-955939.65,,-107989.62,99.2818608538,15919677.57,,2149294.82,-3.0731465113,,,0,,308551838.67,17.445794224,25147.27,11678.5807962529,,,3494279.34,545.7882448139,,,,,0,,305082706.6,16.3648864893,46776945.75,25.1433916405,,,,,,,258305760.85,14.905231491,,,,,,,258305760.85,14.3755447765,,,293146320.17,32.1212331911,,,,,3.46,,3.46,,71107.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258376868.0,14.9368629323,258376868.0,14.4070304042,,,,,,,,,,,,,标准无保留意见
605566.SH,605566,福莱蒽特,10000073674,通用,2020-06-30 00:00:00,中报,2020中报,58001001,2021-09-24 00:00:00,2021-09-24 00:00:00,CNY,477506243.43,,477506243.43,,,,,,,,,,,,362143539.84,,314495433.71,,,,,,16855115.14,,,,,,,,,,,,,,3340271.66,,7917541.55,,13686461.0,,,,5848716.78,,7306338.18,,513792.72,,,,,,,,,,,,,,,,,,,,-489758.4,,-6012161.25,,2894853.12,,,,0,,111755637.06,,4280.0,,,,1000000.0,,,,,,0,,110759917.06,,14948698.24,,,,,,,,95811218.82,,,,95811218.82,,,,95811218.82,,,,94199918.82,,,,,,0.96,,0.96,,88306.78,,88306.78,,,,,,,,,,,,,,,,,,,,,,88306.78,,,,,,,,,,,,,,,,88306.78,,,,,,,,,,95899525.6,,95899525.6,,,,,,,,,,,,,,
605566.SH,605566,福莱蒽特,10000073674,通用,2020-09-30 00:00:00,三季报,2020三季报,58001001,2021-10-22 00:00:00,2021-10-22 00:00:00,CNY,750569869.74,,750569869.74,,,,,,,,,,,,587191796.2,,511984766.81,,,,,,23197460.43,,,,,,,,,,,,,,5557527.31,,14400899.99,,21804360.93,,,,10246780.73,,,,,,,,,,,,,,,,,,,,,,,,-316995.64,,-6998610.38,,4183554.07,,,,0,,160246021.59,,7812.16,,,,1280000.0,,,,,,0,,158973833.75,,22203879.26,,,,,,,,136769954.49,,,,136769954.49,,,,136769954.49,,,,134311774.74,,,,,,1.37,,1.37,,-321487.23,,-321487.23,,,,,,,,,,,,,,,,,,,,,,-321487.23,,,,,,,,,,,,,,,,-321487.23,,,,,,,,,,136448467.26,,136448467.26,,,,,,,,,,,,,,
605566.SH,605566,福莱蒽特,10000073674,通用,2020-12-31 00:00:00,年报,2020年报,58001001,2021-06-24 00:00:00,2022-04-30 00:00:00,CNY,997941838.74,-9.4647215614,997941838.74,-9.4647215614,,,,,,,,,,,775714344.3,-4.5893474696,682917632.68,1.7637508385,,,,,29359734.02,0.7482093401,,,,,,,,,,,,,5764463.12,-34.9273993009,17129058.86,-1.1602995438,25891940.37,-64.7891757548,,,14651515.25,12.0046373503,11637135.94,,684842.25,,,,,,,,,,,,,,,,,,-195984.09,79.4982779509,-410303.83,-279.9474708773,-1239838.49,-107.7880879468,8148696.14,279.1334750437,,,0,,228530064.17,-25.9346289573,4525.61,-82.0035733501,,,1281000.0,-63.3400803039,,,,,0,,227253589.78,-25.51082547,34745345.89,-25.7212172943,,,,,,,192508243.89,-25.472725325,,,192508243.89,,,,192508243.89,-25.472725325,,,186831007.22,-36.2669785138,,,,,1.93,-44.2196531792,1.93,-44.2196531792,-950770.54,-1437.0955522757,-950770.54,,,,,,,,,,,,,,,,,,,,,,-950770.54,,,,,,,,,,,,,,,,-950770.54,,,,,,,,,,191557473.35,-25.8612139574,191557473.35,-25.8612139574,,,,,,,,,,,,,标准无保留意见
605566.SH,605566,福莱蒽特,10000073674,通用,2021-03-31 00:00:00,一季报,2021一季报,58001001,2022-04-30 00:00:00,2022-04-30 00:00:00,CNY,300697639.21,,300697639.21,,,,,,,,,,,,230729357.76,,208970451.86,,,,,,6778455.2,,,,,,,,,,,,,,2067291.02,,5137622.28,,6131642.22,,,,1643895.18,,58883.58,,529484.53,,,,,,,,,,,,,,,,,,-154089.4,,-440224.99,,-4844030.58,,529484.53,,,,0,,65059421.01,,34959.73,,,,96750.0,,,,,,0,,64997630.74,,10502912.01,,,,,,,,54494718.73,,,,54494718.73,,,,54494718.73,,,,,,,,,,0.54,,0.54,,-758101.96,,-758101.96,,,,,,,,,,,,,,,,,,,,,,-758101.96,,,,,,,,,,,,,,,,-758101.96,,,,,,,,,,53736616.77,,53736616.77,,,,,,,,,,,,,,
605566.SH,605566,福莱蒽特,10000073674,通用,2021-06-30 00:00:00,中报,2021中报,58001001,2021-09-24 00:00:00,2022-08-30 00:00:00,CNY,575799164.79,20.5846358477,575799164.79,20.5846358477,,,,,,,,,,,452044083.0,24.8245607804,400188361.27,27.2477493708,,,,,18938639.13,12.3613750051,,,,,,,,,,,,,3671002.62,9.9013192238,9275876.52,17.1560194717,13594275.9,-0.6735495757,,,6375927.56,9.014127369,4400495.2,-39.7715368275,180314.18,-64.905267634,,,,,,,-68050.0,,-8800.0,,,,,,,,-155339.26,,-110030.33,77.5337533772,-5029515.6,16.3442996477,3065188.58,5.8840795349,,,0,,121448535.18,8.6732968242,34959.79,716.8175233645,,,96818.66,-90.318134,,,,,0,,121386676.31,9.5944088187,17857605.35,19.4592670432,,,,,,,103529070.96,8.0552697639,,,103529070.96,8.0552697639,,,103529070.96,8.0552697639,,,101164356.05,7.3932518385,,,,,1.04,8.3333333333,1.04,8.3333333333,-153737.13,-274.0943673861,-153737.13,-274.0943673861,,,,,,,,,,,,,,,,,,,,,-153737.13,-274.0943673861,,,,,,,,,,,,,,,-153737.13,-274.0943673861,,,,,,,,,103375333.83,7.795459032,103375333.83,7.795459032,,,,,,,,,,,,,
605566.SH,605566,福莱蒽特,10000073674,通用,2021-09-30 00:00:00,三季报,2021三季报,58001001,2021-10-22 00:00:00,2022-10-29 00:00:00,CNY,860420572.56,14.6356398316,860420572.56,14.6356398316,,,,,,,,,,,691245862.36,17.7206266902,612577354.28,19.6475743012,,,,,29923076.88,28.9928997629,,,,,,,,,,,,,5841477.8,5.1092954503,15190194.95,5.4808724493,20503693.88,-5.9651693263,,,7210064.57,-29.6358069916,,,,,,,,,,,,,24950.0,,,,,,,,-217484.69,,-110030.33,65.2896393149,-6817469.9,2.5882349519,3781188.58,-9.6177910759,,,0,,165835863.86,3.4882877057,43710.47,459.5183662393,,,277818.66,-78.2954171875,,,,,0,,165601755.67,4.1691904659,23641042.31,6.4725764051,,,,,,,141960713.36,3.7952479325,,,141960713.36,3.7952479325,,,141960713.36,3.7952479325,,,139125528.94,3.5840150347,,,,,1.42,3.6496350365,1.42,3.6496350365,26928.68,108.3762829398,26928.68,108.3762829398,,,,,,,,,,,,,,,,,,,,,26928.68,108.3762829398,,,,,,,,,,,,,,,26928.68,108.3762829398,,,,,,,,,141987642.04,4.0595360954,141987642.04,4.0595360954,,,,,,,,,,,,,
605566.SH,605566,福莱蒽特,10000073674,通用,2021-12-31 00:00:00,年报,2021年报,58001001,2022-04-30 00:00:00,2023-04-25 00:00:00,CNY,1181161943.31,18.3597978817,1181161943.31,18.3597978817,,,,,,,,,,,976462988.22,25.8791970775,867678370.9,27.0546152828,,,,,42950580.55,46.2907685769,,,,,,,,,,,,,7051483.47,22.326803437,23201472.07,35.4509448513,32027286.72,23.69596972,,,3553794.51,-75.7445257411,6380758.1,-45.1689992031,5833438.67,751.7930472309,,,,,,,1204305.56,,16150.0,,,,,,,,1446.15,100.7378915299,-118931.94,71.0136900258,-2184794.04,-76.2160198785,6056454.54,-25.675783758,,,0,,209673585.36,-8.2512026934,33974.79,650.7228859756,,,613657.18,-52.0954582358,,,,,0,,209093902.97,-7.9909350728,33810528.17,-2.690483275,,,,,,,175283374.8,-8.9476007583,,,175283374.8,-8.9476007583,,,175283374.8,-8.9476007583,,,169810509.59,-9.1101032335,,,,,1.66,-13.9896373057,1.66,-13.9896373057,-483000.81,49.1990138861,-483000.81,49.1990138861,,,,,,,,,,,,,,,,,,,,,-483000.81,49.1990138861,,,,,,,,,,,,,,,-483000.81,49.1990138861,,,,,,,,,174800373.99,-8.747818118,174800373.99,-8.747818118,,,,,,,,,,,,,标准无保留意见
