SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
600919.SH,600919,江苏银行,10101081,银行,2005-12-31 00:00:00,年报,2005年报,58001001,2008-08-25 00:00:00,,,4459469167.42,,4459469167.42,,3853492659.93,,,,84333496.33,,15351651.2,,,,,,,,1445028618.46,,39922188.07,,,,,,,,,,,,,,31386506.06,,221290406.02,,,,1103506134.2,,,,,,,,,,0.0,,,,,,,,610636806.19,,,,,,34684482.03,,,,,,,,,,,,,,-21762211.51,,60999930.49,,,,186553568.3,,,,,,,,463320956.87,,275933077.61,,,,,,,,187387879.26,,,,,,,,187387879.26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,带解释性说明的无保留意见
600919.SH,600919,江苏银行,10101081,银行,2006-12-31 00:00:00,年报,2006年报,58001001,2008-08-25 00:00:00,,,5233023466.49,17.3463313688,5233023466.49,17.3463313688,4532131362.26,17.6110028543,,,74634124.25,-11.5012094863,30610981.26,99.3986240386,,,,,,,1968169422.97,36.2027988807,38317972.73,-4.0183552494,,,,,,,,,,,,,30952983.5,-1.3812386736,260890068.87,17.8948846279,,,1362302735.8,23.4522123239,,,,,,,,,0.0,,,,,,,,471192129.75,-22.8359435636,,,,,17535050.38,-49.4441048166,,,,,,,,,,,,,375915564.93,1827.3775910011,51306469.04,-15.8909385177,,,83054511.64,-55.4795373807,,,,,,,808180256.69,74.4320529228,361902619.79,31.1559393041,,,,,,,446277636.9,138.1571522461,,,,,,,446277636.9,138.1571522461,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,带解释性说明的无保留意见
600919.SH,600919,江苏银行,10101081,银行,2007-12-31 00:00:00,年报,2007年报,58001001,2008-06-17 00:00:00,2008-08-25 00:00:00,,7908451873.39,51.1258629745,7908451873.39,51.1258629745,6686538519.16,47.536291089,,,94525934.91,26.6524339367,52205598.6,70.5453286733,,,,,,,2852568215.35,44.9350946142,18474417.79,-51.7865469549,,,,,,,,,,,,,33795492.28,9.1833111338,381842173.43,46.3613295377,,,1646900899.41,20.8909632295,,,,,,,,,,,,,,,,,374574621.33,-20.5049070899,,,,,18594919.72,6.0442902474,,,,,,,,,,,,,1207264979.13,221.1532300757,61282860.93,19.4447056612,,,47404953.57,-42.9230843287,,,,,,,1595717507.82,97.4457424084,757813348.99,109.3970332212,,,,,,,,,,,,,,,837904158.83,87.754009959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
600919.SH,600919,江苏银行,10101081,银行,2008-12-31 00:00:00,年报,2008年报,58001001,2011-05-30 00:00:00,2011-09-02 00:00:00,CNY,7190008000.0,-9.0845071184,0.0,-100.0,11782215000.0,76.2079881278,0.0,,319820000.0,238.3410069464,33772000.0,-35.3096202215,-16650000.0,,,,,,4937374000.0,73.08522101,25458000.0,37.8013655931,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,20029000.0,-40.7346996633,546494000.0,43.1203879579,,,2613923000.0,58.7176861059,,,0.0,,,,,,1046143000.0,,,,0.0,,31081000.0,,2602000.0,-99.3053453566,0.0,,,,-16650000.0,-189.5405855509,,,,,,,,,0.0,,0.0,,2963419000.0,145.4654985632,40061000.0,-34.6293573896,,,22800000.0,-51.9037605082,0.0,,0.0,,0.0,,2980680000.0,86.7924607829,729493000.0,-3.7371140305,0.0,,0.0,,0.0,,2251187000.0,,0.0,,,,,,2251187000.0,168.6687941904,0.0,,,,0.0,,0.0,,0.29,,0.0,,159299000.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410486000.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,标准无保留意见
600919.SH,600919,江苏银行,10101081,银行,2009-06-30 00:00:00,中报,2009中报,58001001,2009-10-19 00:00:00,,CNY,8383358738.17,,0.0,,8052171344.03,,0.0,,310402623.36,,14443229.78,,18363350.65,,,,,,4794880534.31,,17104353.55,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1230152.79,,294841854.3,,,,1168780359.14,,,,0.0,,,,,,723748475.43,,,,0.0,,-12603422.89,,466576470.35,,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,,1382191395.41,,69164217.24,,,,7416667.26,,0.0,,0.0,,0.0,,1910515415.74,,489078654.16,,0.0,,0.0,,0.0,,1421436761.58,,0.0,,,,,,1421436761.58,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,
600919.SH,600919,江苏银行,10101081,银行,2009-12-31 00:00:00,年报,2009年报,58001001,2011-05-30 00:00:00,2011-09-02 00:00:00,CNY,8425633000.0,17.1853077215,8425633000.0,,12651915000.0,7.3814643511,,,526896000.0,64.7476705647,28317000.0,-16.152433969,,,5005225000.0,,,,4845096000.0,-1.8689692132,34306000.0,34.7552832116,,,,,0.0,,0.0,,,,,,15710000.0,-21.5637325877,603566000.0,10.4432985541,,,3200852000.0,22.453951398,,,,,,,,,1185097000.0,13.2825053554,,,,,-5770000.0,-118.5643962549,58845000.0,2161.5295926211,,,,,44832000.0,369.2612612613,,,,,,,,,,,,,3420408000.0,15.4210052645,156257000.0,290.0476772921,,,49881000.0,118.7763157895,,,,,0.0,,3526784000.0,18.3214568488,905434000.0,24.1182574747,,,,,,,2621350000.0,16.4430142854,,,,,,,2621350000.0,16.4430142854,,,,,,,,,0.33,13.7931034483,,,-166117000.0,-204.2800017577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455233000.0,1.8563476411,,,,,,,,,,,,,,,标准无保留意见
600919.SH,600919,江苏银行,10101081,银行,2010-12-31 00:00:00,年报,2010年报,58001001,2012-04-26 00:00:00,2012-04-26 00:00:00,CNY,11447516000.0,35.8653527871,11447516000.0,35.8653527871,16104454000.0,27.2886673677,,,784922000.0,48.9709544198,23243000.0,-17.9185648197,81940000.0,,,,,,5563648000.0,14.8305007785,49575000.0,44.5082492858,,,,,,,,,,,,,3678000.0,-76.5881604074,722924000.0,19.775467803,,,4136843000.0,29.2419330853,,,,,,,,,1049171000.0,-11.4696096606,,,,,-45402000.0,-686.863084922,111582000.0,89.6201886311,37000.0,,,,81940000.0,82.7712348323,,,,,,,,,0.0,,0.0,,5534900000.0,61.8198764592,171578000.0,9.805000736,,,77113000.0,54.5939335619,,,0.0,,0.0,,5629365000.0,59.6175155609,1443884000.0,59.4687188685,0.0,,0.0,,,,4185481000.0,59.6689110573,,,,,,,4185481000.0,59.6689110573,,,,,0.0,,0.0,,0.47,42.4242424242,,,-30794000.0,81.4624632036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4154687000.0,69.2176261886,,,,,,,0.0,,,,0.0,,,,标准无保留意见
600919.SH,600919,江苏银行,10101081,银行,2011-06-30 00:00:00,中报,2011中报,58001001,2011-09-02 00:00:00,2011-09-02 00:00:00,CNY,7704657968.31,,0.0,,14282814076.38,,,,798002754.3,,10414445.0,,49647439.52,,,,,,8278465170.33,,18944574.43,,,,,,,,,,,,,,1300929.97,,480960591.6,,,,2279727257.66,,,,,,,,,,1231313430.64,,,,,,16837538.8,,844351459.07,,,,,,49647439.52,,,,,,,,,,0.0,,0.0,,3711355758.44,,203740101.2,,,,18923294.84,,,,0.0,,0.0,,3896172564.8,,978221115.68,,0.0,,0.0,,,,2917951449.12,,,,,,,,2917951449.12,,,,,,0.0,,0.0,,0.32,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,
600919.SH,600919,江苏银行,10101081,银行,2011-12-31 00:00:00,年报,2011年报,58001001,2013-04-28 00:00:00,2013-04-28 00:00:00,CNY,16524174000.0,44.3472452888,16524174000.0,44.3472452888,24134130000.0,49.8599704156,,,1339458000.0,70.6485485182,21093000.0,-9.2500968033,,,,,,,9254114000.0,66.3317664957,45486000.0,-8.2481089259,,,,,,,,,,,,,14982000.0,307.3409461664,1051152000.0,45.4028362594,,,5624479000.0,35.9606588889,,,,,,,,,2266272000.0,116.0059704281,,,,,30748000.0,167.7238888155,197672000.0,77.1540212579,1749000.0,4627.027027027,,,100673000.0,22.8618501342,,,,,,,,,,,,,7567289000.0,36.7195251947,306765000.0,78.7904043642,,,56402000.0,-26.8579876285,,,,,0.0,,7817652000.0,38.8727147733,1983771000.0,37.3913001321,,,,,,,5833881000.0,39.3837649723,,,,,,,5833881000.0,39.3837649723,,,5639796000.0,,,,,,0.64,36.170212766,0.64,,13273000.0,143.1025524453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5847154000.0,40.7363298366,,,,,,,,,,,,,,,标准无保留意见
600919.SH,600919,江苏银行,10101081,银行,2012-12-31 00:00:00,年报,2012年报,58001001,2014-04-30 00:00:00,2015-06-12 00:00:00,CNY,19842450000.0,20.0813426438,19842450000.0,20.0813426438,32450869000.0,34.4604881137,,,1798973000.0,34.3060402043,20972000.0,-0.5736500261,0.0,,10300116000.0,,,,14806037000.0,59.994106405,90949000.0,99.949434991,,,,,,,,,,,,,10261000.0,-31.5111467094,1362670000.0,29.6358661735,,,6630221000.0,17.8815140033,,,,,,,,,2296964000.0,1.3542946301,,,0.0,,-18328000.0,-159.607128919,377419000.0,90.9319478732,0.0,-100.0,,,109531000.0,8.7987841825,,,,,,,,,,,,,9542334000.0,26.0997696797,123876000.0,-59.6186005574,,,20658000.0,-63.3736392327,,,,,0.0,,9645552000.0,23.3817007971,2597078000.0,30.9162196645,,,,,,,7048474000.0,20.819639619,,,,,,,7039474000.0,20.6653683886,9000000.0,,6951605000.0,23.259866137,,,,,0.77,20.3125,0.77,20.3125,20364000.0,53.4242447073,20364000.0,,,,,,,,,,,,,,,,,,,,,,20364000.0,,,,20364000.0,,,,,,,,,,,,,,,,,,,,,,7068838000.0,20.8936518518,7059838000.0,,9000000.0,,,,,,,,,,,,标准无保留意见
